model,version,description,strategy,item_id,bertscore,bleu,sari,perplexity,fkgl_delta,fre_delta,fkgl_input,fkgl_output,fre_input,fre_output,lens,phase,experiment_group,retrieval
llama3.2,v2,step 1 - simple prompt engineering,zeroshot,58271686-c3a0-443d-99fc-7542b7371e46,0.845250010490417,0.022216840911386,33.1115348390375,21.8221454620361,-2.04800992468533,2.97880723242926,8.93794525684289,6.88993533215756,63.2963779527559,66.2751851851852,48.9137593543333,PE_v2,PE-v2,none
sonar,v2,step 1 - simple prompt engineering,constraint,8e6d15b7-de29-4c65-8d40-d0660c5680f6,0.847687065601349,0.0351118389488667,34.3495183727337,59.7825317382812,-12.3015779193709,47.3528523468696,15.4458189450119,3.14424102564103,36.2812399608227,83.6340923076923,10.9264424954196,PE_v2,PE-v2,none
gemini-2.0-flash,v1,step 1 - simple prompt engineering,zeroshot,4aba896b-a5de-4627-b352-885797a43796,0.846934378147125,0.0110387762773897,30.6065518617647,21.530553817749,-2.93722078456987,11.7091579948748,8.21236770400115,5.27514691943128,70.5875118313495,82.2966698262243,71.2012007246452,PE_v1,PE-v1,none
llama3.2,v1,step 1 - simple prompt engineering,constraint,f070e086-2f82-42a1-a158-7297b0db2e1e,0.856425106525421,0.0349430537256573,30.6598268496139,25.3742866516113,-4.51480407191634,16.2496559978685,10.8269798960922,6.31217582417582,61.1225491303366,77.3722051282051,76.098579803258,PE_v1,PE-v1,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,zeroshot,6feb26a7-1da1-42c2-8961-e1fd8c9c08a2,0.859961330890656,0.0423168846415439,36.7236558917917,24.6246681213379,2.72922458807405,0.318554280362363,12.8244236760125,15.5536482640865,47.0975413371675,47.4160956175299,15.2502490054271,PE_v1,PE-v1,none
gemini-2.0-flash,v2,step 1 - simple prompt engineering,constraint,980974d6-79dc-49f9-bb69-7be26d62db4d,0.879120111465454,0.106409307413914,41.4323657826657,30.4033966064453,-11.4436156757588,49.0423307953653,14.8657386363636,3.42212296060486,36.7095935314686,85.7519243268338,56.078035554869,PE_v2,PE-v2,none
llama3.2,v2,step 1 - simple prompt engineering,structured,188e30a2-2c4c-4b1f-a70a-442743342df7,0.858211517333984,0.0331925587819103,34.6117350821014,36.562614440918,-4.8348338499988,21.1107355994521,11.5447634032634,6.7099295532646,51.7601381118881,72.8708737113402,74.0809355734552,PE_v2,PE-v2,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,zeroshot,6ec5715d-3851-458e-b088-f34e54808d51,0.854851067066193,0.0237022239703064,36.238689703552,16.0242805480957,-5.99055499557712,19.6487147039581,11.2307534082755,5.24019841269842,52.6209016981583,72.2696164021164,38.4971082717884,PE_v1,PE-v1,none
gpt-4o-mini,v1,step 1 - simple prompt engineering,constraint,907dfe2b-3861-4ff0-afcd-96ffd7e73e34,0.891334354877472,0.174089538150645,44.4012245113977,40.3234825134277,-7.01647791256979,24.0407284263368,11.9326268390202,4.91614892645044,57.2567765226505,81.2975049489874,66.1343108187965,PE_v1,PE-v1,none
llama3.2,v1,step 1 - simple prompt engineering,structured,8e6d15b7-de29-4c65-8d40-d0660c5680f6,0.855354964733124,0.0438456541208687,35.6499418756334,23.2353630065918,-5.72921552945212,21.5971945742816,15.4458189450119,9.71660341555977,36.2812399608227,57.8784345351044,76.44309062672,PE_v1,PE-v1,none
sonar,v2,step 1 - simple prompt engineering,constraint,a433a649-8440-4b43-a834-f6ace7c927a6,0.877651154994965,0.120996394950685,43.5800030458963,46.8562889099121,-8.72061172087036,29.4415483815927,13.138658568788,4.4180468479176,46.7496980899569,76.1912464715496,26.4258660402074,PE_v2,PE-v2,none
claude-haiku-4-5,v1,step 1 - simple prompt engineering,structured,046705a9-57bf-425d-93e7-1f11e3b407b9,0.861936092376709,0.0658776291940731,41.9084062205733,22.9782028198242,-4.64567053925424,18.9272052536613,11.6911514351699,7.04548089591568,47.967636643572,66.8948418972332,49.6425407867981,PE_v1,PE-v1,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,constraint,a433a649-8440-4b43-a834-f6ace7c927a6,0.872356474399567,0.0612373027432396,43.8980221878551,27.2053623199463,-6.80216297206764,24.3048357697455,13.138658568788,6.33649559672032,46.7496980899569,71.0545338597024,72.6958163270094,PE_v2,PE-v2,none
llama3.2,v2,step 1 - simple prompt engineering,structured,9310a2bc-b0e1-44dc-86ed-5a0d8edb99f1,0.874160706996918,0.0578945755916468,34.6585659226855,26.2263946533203,-7.35449077649078,34.560722007722,13.3016336336336,5.94714285714286,39.2371351351352,73.7978571428572,70.2472040350011,PE_v2,PE-v2,none
sonar,v1,step 1 - simple prompt engineering,structured,9310a2bc-b0e1-44dc-86ed-5a0d8edb99f1,0.875300407409668,0.0399641711387235,35.0669593782929,33.2163734436035,-8.58141003114917,41.1010470594819,13.3016336336336,4.72022360248447,39.2371351351352,80.338182194617,63.7239757989267,PE_v1,PE-v1,none
gemini-2.0-flash,v2,step 1 - simple prompt engineering,structured,94be58eb-98f9-4d4d-8583-26b18721cdbc,0.853228688240051,0.071989477190333,32.6934782615259,21.2887268066406,-7.54593588467937,34.7419560577228,10.801723183882,3.25578729920259,50.3104016505865,85.0523577083093,51.8192439030741,PE_v2,PE-v2,none
gemini-2.0-flash,v2,step 1 - simple prompt engineering,structured,8a8f3f1b-3bb1-489e-a6ea-6de56b447582,0.879176557064056,0.14238941894255,44.2508371549422,23.4059753417969,-7.47210670044922,30.5041925386477,10.9679537087805,3.49584700833123,55.7693692723428,86.2735618109905,73.0223424440712,PE_v2,PE-v2,none
sonar,v1,step 1 - simple prompt engineering,zeroshot,92263143-88ab-40cc-8db7-14d0d4309857,0.849894106388092,0.0388220741558563,32.9252985645355,35.1974258422852,-10.3278976792187,35.3624724501611,13.446339986911,3.11844230769231,51.8139602421466,87.1764326923077,77.1858051910347,PE_v1,PE-v1,none
llama3.2,v1,step 1 - simple prompt engineering,zeroshot,6ef6c1ab-6237-4cec-84b4-e4e970bba6b3,0.867813944816589,0.0526081959087722,40.7623012972735,14.9930963516235,-4.18152965495309,13.5120625960672,14.28,10.0984703450469,40.1783333333334,53.6903959294006,76.1624346300066,PE_v1,PE-v1,none
llama3.2,v1,step 1 - simple prompt engineering,zeroshot,7fb4bd36-6e20-467c-9b82-b8b970e0421b,0.857126832008362,0.0464891698088916,36.6055153159274,25.5632038116455,-1.61744234805897,7.30789435720502,9.77523036649215,8.15778801843318,58.9982382198953,66.3061325771003,72.114567878247,PE_v1,PE-v1,none
llama3.2,v1,step 1 - simple prompt engineering,zeroshot,a80a0783-984a-4bd5-b429-a60cfce27316,0.866877853870392,0.0522603814945482,30.356773269545,26.5426177978516,-2.9627234654196,11.8622872834418,10.5244417651314,7.56171829971182,54.7384265734266,66.6007138568684,69.4644674013979,PE_v1,PE-v1,none
llama3.2,v1,step 1 - simple prompt engineering,structured,fca72e65-41f8-4836-961a-4b25ef3b6f59,0.847655832767487,0.0484451916934746,37.7797219303032,26.7435684204102,-4.31903097795365,14.1594355191257,11.8969344262295,7.57790344827586,49.6049644808743,63.7644,23.0036166318213,PE_v1,PE-v1,none
llama3.2,v1,step 1 - simple prompt engineering,structured,8667c323-4069-43e9-bd7b-17ca3f2f0c2b,0.864662289619446,0.0144902025016409,34.9767121523634,27.0276317596436,-5.64670514237649,25.8747799390123,14.9394603475513,9.29275520517486,33.0517876777251,58.9265676167374,71.7656422518326,PE_v1,PE-v1,none
llama3.2,v1,step 1 - simple prompt engineering,structured,155762ac-a300-4dd3-a73d-d21c176bd832,0.836357533931732,0.0224554669385539,35.0198291075089,23.4999732971191,-2.10908372372261,5.26616037571414,10.3458879892885,8.23680426556588,59.4278798719639,64.694040247678,74.9284716726916,PE_v1,PE-v1,none
llama3.2,v1,step 1 - simple prompt engineering,structured,3e4c7768-e3df-41ab-8c45-fe0162081dd5,0.831022024154663,0.117144803398622,41.4109249470174,31.0758934020996,-1.11607792830176,-0.949052078406737,12.0973802060009,10.9813022776991,55.6218831168831,54.6728310384764,20.8738294176885,PE_v1,PE-v1,none
llama3.2,v1,step 1 - simple prompt engineering,constraint,a1a9e987-b56a-4153-9957-8e2dd53a2ddf,0.86219447851181,0.0509586974142153,36.4331700118177,32.7505798339844,-2.54542301069913,9.50103626115396,9.69867668716972,7.15325367647059,61.0976953564931,70.5987316176471,74.8216547558984,PE_v1,PE-v1,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,structured,a1a9e987-b56a-4153-9957-8e2dd53a2ddf,0.891565203666687,0.0798721866155648,39.4079453531646,34.7131767272949,-2.53140274745245,7.8244025362783,9.69867668716972,7.16727393971726,61.0976953564931,68.9220978927714,79.2624180042481,PE_v2,PE-v2,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,constraint,78d4bdb0-3efe-4a53-9a3b-9b1ee395d9ac,0.898597359657288,0.177024444225177,42.9720969249375,32.1392784118652,-3.39664278273903,12.3369654034023,9.72345967982045,6.32681689708141,60.5555456565055,72.8925110599079,70.1479458849921,PE_v2,PE-v2,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,zeroshot,7cec6f44-cefc-44eb-a9ca-5b835bff4f59,0.890973389148712,0.0917471682421265,45.2242663690165,33.9015464782715,-4.19461488895807,18.1805093080451,8.58318887414161,4.38857398518354,65.6428126262335,83.8233219342786,59.444596363949,PE_v2,PE-v2,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,zeroshot,0cea46bd-f5e7-4bc6-a152-88584ee3f7e2,0.885306417942047,0.125166097612315,43.6069852861671,16.2819385528564,-3.64521548729568,14.5760281645437,12.4017837010791,8.7565682137834,43.7633154829012,58.3393436474449,73.1595792702919,PE_v2,PE-v2,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,constraint,76e81d70-8cef-42f1-b7d8-fcefa003451e,0.856600821018219,0.0568946051940507,36.8523849424854,26.6786918640137,-4.23674173650027,11.7024436253297,10.1027743271222,5.86603259062188,63.5962111801242,75.298654805454,80.1646396363117,PE_v2,PE-v2,none
gemini-2.0-flash,v2,step 1 - simple prompt engineering,structured,580f7fd3-f9eb-40c2-8f64-e1072371de48,0.869201421737671,0.0512991974661878,37.846218154385,20.5156116485596,-7.54181957478006,26.7636398685991,12.8896,5.34778042521994,42.6113641025642,69.3750039711633,65.9206152816276,PE_v2,PE-v2,none
gemini-2.0-flash,v1,step 1 - simple prompt engineering,constraint,f6bd5552-f73f-45cd-85b1-c05bd14cfad5,0.879945456981659,0.111979301397306,42.8450100925729,22.0962715148926,-9.18107735075311,36.0135536614098,13.1260990085184,3.94502165776526,44.337719941349,80.3512736027588,63.4453797590879,PE_v1,PE-v1,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,zeroshot,a433a649-8440-4b43-a834-f6ace7c927a6,0.79304713010788,1.49441074846015e-33,28.741293902116,24.2322235107422,-10.858658568788,46.2153019100431,13.138658568788,2.28,46.7496980899569,92.965,64.7640590406946,PE_v2,PE-v2,none
gemini-2.0-flash,v1,step 1 - simple prompt engineering,constraint,f9fa6b86-c61b-4846-9ed7-4cbf48a5ee88,0.874306917190552,0.064839323035291,37.4537015555466,31.3592090606689,-7.96996429045721,29.6072920475592,10.1351373033015,2.16517301284425,61.6678977681786,91.2751898157378,61.6861925001649,PE_v1,PE-v1,none
llama3.2,v1,step 1 - simple prompt engineering,constraint,3de393e5-5f90-4fea-9c30-0fdbb8969478,0.8599454164505,0.0180956147699911,31.2604220324499,52.4882659912109,-1.21154732286175,0.540311506002809,7.72303915206576,6.51149182920401,70.8229234263465,71.3632349323493,63.3351413678908,PE_v1,PE-v1,none
gemini-2.0-flash,v2,step 1 - simple prompt engineering,structured,0f56315c-7e61-4fab-ae29-7e79a8b8d8df,0.875588834285736,0.0321879810901812,38.8249064337722,23.1903457641602,-8.79955747730435,38.1793157239755,13.2679496341671,4.46839215686274,43.0144489819069,81.1937647058824,49.27700494478,PE_v2,PE-v2,none
llama3.2,v1,step 1 - simple prompt engineering,zeroshot,441e1abc-3b46-42f4-80ad-146bba92e35d,0.853822767734528,0.0311366028046037,33.9200746922549,35.7626342773438,-2.22377304724158,3.94208916759237,10.4131310942579,8.18935804701627,62.5585120982304,66.5006012658228,68.5041427314636,PE_v1,PE-v1,none
llama3.2,v1,step 1 - simple prompt engineering,constraint,a7654583-1aee-4766-80b1-18c4298bec06,0.850325167179108,0.00911544971076125,32.9631383664814,29.4370574951172,-4.31469564324998,6.26485699487218,11.2840375787339,6.96934193548387,60.3767171986762,66.6415741935484,78.4585778480039,PE_v1,PE-v1,none
gemini-2.0-flash,v1,step 1 - simple prompt engineering,constraint,189ec7f6-01d2-4d69-a1de-a854b64f00da,0.855944991111755,0.0362390855196914,37.2754224176325,20.863094329834,-6.73694351054925,28.0621949499387,9.60919215594359,2.87224864539434,58.6327042071956,86.6948991571343,57.742600150981,PE_v1,PE-v1,none
gemini-2.0-flash,v1,step 1 - simple prompt engineering,zeroshot,46869d9e-016c-46ef-944a-ac2b8255c627,0.86181777715683,0.0250987874925209,34.9343585125754,14.9353637695312,-6.41532553931802,24.8905460041125,9.95692553931802,3.5416,61.5942099280909,86.4847559322034,65.5374954889631,PE_v1,PE-v1,none
gemini-2.0-flash,v2,step 1 - simple prompt engineering,structured,92263143-88ab-40cc-8db7-14d0d4309857,0.863146364688873,0.0365797508455467,34.5067830423999,29.6103782653809,-10.0057339263049,33.6396761214898,13.446339986911,3.44060606060606,51.8139602421466,85.4536363636364,81.5485069013482,PE_v2,PE-v2,none
llama3.2,v1,step 1 - simple prompt engineering,structured,fa8467cd-edb2-4d19-899d-7782f6c808f4,0.843172013759613,0.0225480692450707,34.0655051312355,32.8998794555664,-0.809746200836567,-0.0808337997652586,9.82497427101201,9.01522807017544,58.6315180102916,58.5506842105264,74.6680986658801,PE_v1,PE-v1,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,structured,412bf9c4-2e44-4dcb-9173-87848bf55381,0.898617327213287,0.145123943790556,46.988874829228,28.355411529541,-3.77226757045008,18.0847093109905,9.60164611723989,5.82937854678981,57.3542667099286,75.4389760209191,75.8130733038648,PE_v2,PE-v2,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,constraint,46869d9e-016c-46ef-944a-ac2b8255c627,0.882721364498138,0.0909526643694343,39.4885481726922,16.4364490509033,-3.67221194373487,9.65150320740484,9.95692553931802,6.28471359558316,61.5942099280909,71.2457131354958,79.9392552123976,PE_v2,PE-v2,none
gemini-2.0-flash,v2,step 1 - simple prompt engineering,structured,188e30a2-2c4c-4b1f-a70a-442743342df7,0.867836534976959,0.0869321883403123,42.4846377157774,23.2991409301758,-8.01344931665315,32.8878584037913,11.5447634032634,3.53131408661026,51.7601381118881,84.6479965156795,68.2462423234145,PE_v2,PE-v2,none
llama3.2,v1,step 1 - simple prompt engineering,constraint,01e0c770-1610-4bd6-9391-f43522e2058c,0.84053498506546,0.0275955261417879,34.0370553000824,27.3147201538086,-3.55195881729413,14.9900484073086,8.03908844692376,4.48712962962963,67.9395349260247,82.9295833333334,78.6220405315678,PE_v1,PE-v1,none
llama3.2,v1,step 1 - simple prompt engineering,structured,c9666b42-c74f-4633-86ec-2331e0b0defb,0.849408864974976,0.0346379041423659,37.8593827325451,19.4305152893066,-3.52003571770695,9.7881963014155,12.8097260273973,9.28969030969031,43.22968914647,53.0178854478855,70.3381884868702,PE_v1,PE-v1,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,constraint,0f56315c-7e61-4fab-ae29-7e79a8b8d8df,0.885797202587128,0.105174127626255,43.1488317488371,25.2657566070557,-4.75348618681632,18.101994680065,13.2679496341671,8.51446344735077,43.0144489819069,61.1164436619719,61.966399991294,PE_v2,PE-v2,none
gpt-4o-mini,v2,step 1 - simple prompt engineering,structured,b5905d66-bf22-4a4c-b4f1-e26e2bbc86f0,0.877046167850494,0.0442300879235191,38.4987899242818,29.4111022949219,-6.31611789745779,24.5236239842219,12.0544910714286,5.73837317397079,54.2342589285714,78.7578829127933,77.306937138207,PE_v2,PE-v2,none
gemini-2.0-flash,v3,step 2 - RAG top k=3 with upgrated prompt,structured,92263143-88ab-40cc-8db7-14d0d4309857,0.860527753829956,0.0460689689614468,34.1892159700371,31.9375610351562,-9.89550082607184,33.2271702939839,13.446339986911,3.55083916083916,51.8139602421466,85.0411305361306,79.7833440487297,Open AI RAG v3,OpenAI-RAG-v3,openai
gemini-2.0-flash,v3,step 2 - RAG top k=3 with upgrated prompt,structured,8006ce35-7f22-4d5e-acf0-3540c32f66f3,0.908362865447998,0.159599335998605,44.3305993208011,25.3617649078369,-4.61826785714286,16.4700535714286,8.48371428571429,3.86544642857143,63.347,79.8170535714286,53.3238876151508,Open AI RAG v3,OpenAI-RAG-v3,openai
gpt-4o-mini,v3,step 2 - RAG top k=3 with upgrated prompt,zeroshot,48f9dc5a-3d66-4214-9feb-d018ced759e4,0.912131905555725,0.244299155972125,50.3060264839637,29.7094650268555,-4.3687889677096,18.8413770819308,11.9550819672131,7.58629299950351,45.5665027322405,64.4078798141713,81.5612862368622,Open AI RAG v3,OpenAI-RAG-v3,openai
llama3.2,v3,step 2 - RAG top k=3 with upgrated prompt,constraint,f9fa6b86-c61b-4846-9ed7-4cbf48a5ee88,0.779572010040283,0.000127962604792278,25.2190454040456,21.0050735473633,1.45240368030511,-13.466313068725,10.1351373033015,11.5875409836066,61.6678977681786,48.2015846994536,9.05789458348155,Open AI RAG v3,OpenAI-RAG-v3,openai
llama3.2,v3,step 2 - RAG top k=3 with upgrated prompt,structured,907dfe2b-3861-4ff0-afcd-96ffd7e73e34,0.792747378349304,0.00843534294777197,31.0359200419151,21.1833038330078,-1.89821751259536,0.239500679422051,11.9326268390202,10.0344093264249,57.2567765226505,57.4962772020726,47.531763329991,Open AI RAG v3,OpenAI-RAG-v3,openai
llama3.2,v3,step 2 - RAG top k=3 with upgrated prompt,constraint,bb974d41-cebc-4517-b191-9e5e655082ed,0.801888287067413,0.00441048823451167,28.4169020269149,26.3983211517334,-0.736196026763288,-8.11593829516542,13.3709300693165,12.6347340425532,47.4738549618321,39.3579166666667,68.8378134089404,Open AI RAG v3,OpenAI-RAG-v3,openai
gemini-2.0-flash,v3,step 2 - RAG top k=3 with upgrated prompt,constraint,7abd8fff-7bee-4baf-8413-8594833d2795,0.885134100914001,0.133871777138704,42.5489201096226,16.664966583252,-7.35874876351689,32.03420074188,10.5389773795535,3.18022861603658,57.3964566686252,89.4306574105052,53.7598677061437,Open AI RAG v3,OpenAI-RAG-v3,openai
sonar,v3,step 2 - RAG top k=3 with upgrated prompt,zeroshot,48f9dc5a-3d66-4214-9feb-d018ced759e4,0.903326153755188,0.198915629951691,47.3561420737246,43.0497245788574,-7.41567895322791,30.2984461307356,11.9550819672131,4.5394030139852,45.5665027322405,75.864948862976,62.1030071775418,Open AI RAG v3,OpenAI-RAG-v3,openai
gpt-4o-mini,v3,step 2 - RAG top k=3 with upgrated prompt,structured,fcb403f4-fb1f-43b2-9ea3-ea305df150a9,0.883112609386444,0.0957430019883036,42.5701898121044,30.4908199310303,-4.04105191069777,10.1985543036408,10.7974631495228,6.75641123882503,59.6397790296925,69.8383333333334,75.8743458300937,Open AI RAG v3,OpenAI-RAG-v3,openai
gemini-2.0-flash,v3,step 2 - RAG top k=3 with upgrated prompt,structured,eb4e34fd-df73-4aca-9398-10c22ded5414,0.886236190795898,0.09216304192667,38.6751696734001,15.6646661758423,-9.60863321101862,44.9944588495975,13.8709082473031,4.26227503628447,40.4797755480803,85.4742343976778,80.1195533980862,Open AI RAG v3,OpenAI-RAG-v3,openai
gpt-4o-mini,v3,step 2 - RAG top k=3 with upgrated prompt,zeroshot,7894abc5-bef9-4465-b5e0-d436c286d3d8,0.878511190414429,0.162826561757534,41.7469818980864,25.6068058013916,-3.73629078829515,18.8702278794964,9.70420831406835,5.9679175257732,56.4410470345929,75.3112749140894,79.4278902223927,Open AI RAG v3,OpenAI-RAG-v3,openai
gpt-4o-mini,v3,step 2 - RAG top k=3 with upgrated prompt,zeroshot,b7c722ee-4110-4635-b1d6-26c24c8d3380,0.873860538005829,0.0529274574432723,37.9086477351211,25.0577659606934,-6.57818943212232,22.3231610824036,13.3505396825397,6.77235025041736,45.5227566137567,67.8459176961603,62.7494885765851,Open AI RAG v3,OpenAI-RAG-v3,openai
